node_idx,tender_id,country,n_pairs,entropy,normalised_entropy,max_attention,top_pair,top_pair_is_cartel,tender_label,pred_prob
26,27,brazil,21,2.0095154130706323,0.6600428980819963,0.36959776282310486,brazil_1_16,0,0,0.0010916636092588305
28,29,brazil,21,2.523035449830938,0.8287130416807067,0.17465882003307343,brazil_12_81,0,0,0.01381003949791193
29,30,brazil,14,2.2625447430305656,0.857330652745015,0.2190762460231781,brazil_23_44,0,0,0.02066006138920784
32,33,brazil,18,2.51839899105823,0.8713062546982936,0.1803329586982727,brazil_23_44,0,0,0.016754260286688805
34,35,brazil,6,1.1285519650358582,0.6298568443018041,0.5834580063819885,brazil_17_79,0,0,0.005938718095421791
35,36,brazil,2,0.6895387504139288,0.9947941357229477,0.542450487613678,brazil_17_79,0,0,0.0005449690506793559
37,38,brazil,4,1.1014384051628308,0.7945198624865324,0.5935876369476318,brazil_71_268,0,0,0.8975244164466858
38,39,brazil,3,0.9735756795623691,0.8861867736275485,0.5756329298019409,brazil_50_81,0,0,0.0005938906688243151
39,40,brazil,3,1.026798859550067,0.9346325998181715,0.4543772339820862,brazil_50_101,0,0,0.921768307685852
40,41,brazil,8,1.813561490405267,0.8721387228516254,0.2916398048400879,brazil_79_170,0,0,0.024711452424526215
41,42,brazil,4,0.9412659282949235,0.6789798434544164,0.6973462104797363,brazil_18_26,0,0,0.007110042031854391
42,43,brazil,4,0.969143065015043,0.6990889469045664,0.5947428941726685,brazil_23_44,0,0,0.03169107437133789
45,46,brazil,7,1.417727047800763,0.7285675797975725,0.4373454749584198,brazil_69_77,1,0,0.20126478374004364
